lack_of_cohesion_in_methods,number_of_methods,number_of_attributes,full_name,is_code_smell
1,2,0,com.vladsch.flexmark.ast.util.BlockVisitorExt,false
4,4,1,com.vladsch.flexmark.ext.wikilink.internal.WikiLinkJiraRenderer,false
0,2,1,net.gsantner.markor.ui.hleditor.-$$Lambda$Highlighter$bjtvjqnxF5APhr_3KsBTJ3_3m0M,false
0,1,0,com.vladsch.flexmark.ast.ReferenceNode,false
3,3,0,com.vladsch.flexmark.html.HtmlRenderer$1,false
8,8,1,com.vladsch.flexmark.util.collection.OrderedMap$2,false
0,7,1,com.vladsch.flexmark.util.collection.OrderedMap$1,false
0,6,1,com.vladsch.flexmark.util.collection.OrderedMap$3,false
1,2,0,com.vladsch.flexmark.ext.jekyll.tag.internal.JekyllTagNodeRenderer$Factory,false
0,3,0,com.vladsch.flexmark.IRender,false
0,0,0,com.vladsch.flexmark.ast.DoNotCollectText,false
0,2,2,other.writeily.activity.-$$Lambda$WrFilesystemListFragment$6LoNWF4wo5qSyZ9sKuTJizjmW6w,false
0,4,0,com.vladsch.flexmark.IParse,false
4,4,4,com.vladsch.flexmark.util.format.options.DefinitionMarker,false
6,4,0,com.vladsch.flexmark.html.IndependentLinkResolverFactory,false
0,1,0,com.vladsch.flexmark.util.Function,false
3,3,0,com.vladsch.flexmark.ext.toc.TocExtension$1,false
0,0,0,androidx.core.internal.package-info,false
1,3,1,com.vladsch.flexmark.html.renderer.CoreNodeRenderer$1,false
1,3,1,com.vladsch.flexmark.html.renderer.CoreNodeRenderer$3,false
1,3,1,com.vladsch.flexmark.html.renderer.CoreNodeRenderer$2,false
1,3,1,com.vladsch.flexmark.html.renderer.CoreNodeRenderer$9,false
1,3,1,com.vladsch.flexmark.html.renderer.CoreNodeRenderer$8,false
1,3,1,com.vladsch.flexmark.html.renderer.CoreNodeRenderer$5,false
1,3,1,com.vladsch.flexmark.html.renderer.CoreNodeRenderer$4,false
1,3,1,com.vladsch.flexmark.html.renderer.CoreNodeRenderer$7,false
1,3,1,com.vladsch.flexmark.html.renderer.CoreNodeRenderer$6,false
1,2,0,com.vladsch.flexmark.ext.tables.TableVisitorExt,false
0,1,3,com.flask.colorpicker.R$bool,false
1,3,1,com.vladsch.flexmark.ext.ins.internal.InsJiraRenderer$1,false
6,4,1,com.vladsch.flexmark.internal.DocumentParser$BlockParserMapper,false
0,5,1,com.mobsandgeeks.adapters.InstantCursorAdapter,false
0,1,0,com.vladsch.flexmark.ext.gfm.tasklist.TaskListItemVisitor,false
0,1,0,com.vladsch.flexmark.ast.Visitor,false
1,2,0,com.vladsch.flexmark.internal.ParagraphParser$Factory,false
0,3,0,com.vladsch.flexmark.util.collection.iteration.ReversiblePeekingIterable,false
6,4,0,com.vladsch.flexmark.ast.BulletListItem,false
1,3,1,com.vladsch.flexmark.ast.util.BlockVisitorExt$10,false
1,3,1,com.vladsch.flexmark.ext.anchorlink.internal.AnchorLinkPostProcessor$1,false
1,3,1,com.vladsch.flexmark.ast.util.BlockVisitorExt$12,false
1,3,1,com.vladsch.flexmark.ast.util.BlockVisitorExt$11,false
1,3,1,com.vladsch.flexmark.ast.util.BlockVisitorExt$14,false
1,3,1,com.vladsch.flexmark.ast.util.BlockVisitorExt$13,false
0,1,3,com.vladsch.flexmark.internal.InlineParserImpl$ReferenceProcessorMatch,false
4,4,2,com.vladsch.flexmark.util.mappers.UpperCaseMapper,false
3,3,0,com.vladsch.flexmark.ext.tables.TableHead,false
0,1,0,androidx.browser.browseractions.BrowserActionsIntent$BrowserActionsFallDialogListener,false
0,1,0,net.gsantner.markor.ui.hleditor.SpanCreator$ParcelableSpanCreator,false
10,5,0,androidx.versionedparcelable.ParcelUtils,false
6,4,0,com.vladsch.flexmark.ast.BlockNodeVisitor,false
0,2,4,net.gsantner.markor.format.general.-$$Lambda$DatetimeFormatDialog$u2V9tZKfqMBV4YyD0fG7Kvjb2Nc,false
0,3,2,net.gsantner.markor.format.plaintext.PlaintextTextActions$PlaintextTextActionImpl,false
6,4,0,com.vladsch.flexmark.ast.HtmlEntity,false
0,1,1,com.vladsch.flexmark.util.Ref,false
0,2,1,net.gsantner.markor.format.general.FilledBackgroundParagraphSpan,false
4,4,2,net.gsantner.markor.activity.DocumentEditFragment_ViewBinding$1,false
0,2,4,net.gsantner.markor.format.todotxt.-$$Lambda$TodoTxtTextActions$TodoTxtTextActionsImpl$AYViyQfKN_ymBX4C3fsDQgzzdfk,false
0,2,2,other.writeily.ui.-$$Lambda$WrRenameDialog$Zpa95vQhzDAeKslwnImsP2TJ4jw,false
1,2,0,com.vladsch.flexmark.html.renderer.NodeRenderingHandler,false
1,2,0,net.gsantner.markor.activity.openeditor.OpenEditorQuickNoteActivity,false
0,0,0,com.vladsch.flexmark.internal.FencedCodeBlockParser$1,false
1,2,0,com.vladsch.flexmark.internal.DocumentParser$ParagraphPreProcessorCache,false
0,1,4,com.flask.colorpicker.R$integer,false
1,3,1,com.vladsch.flexmark.formatter.internal.CoreNodeFormatter$2,false
1,3,1,com.vladsch.flexmark.formatter.internal.CoreNodeFormatter$3,false
0,2,1,com.vladsch.flexmark.formatter.internal.CoreNodeFormatter$1,false
1,3,1,com.vladsch.flexmark.formatter.internal.CoreNodeFormatter$6,false
1,3,1,com.vladsch.flexmark.formatter.internal.CoreNodeFormatter$7,false
1,3,1,com.vladsch.flexmark.formatter.internal.CoreNodeFormatter$4,false
1,3,1,com.vladsch.flexmark.formatter.internal.CoreNodeFormatter$5,false
1,3,1,com.vladsch.flexmark.formatter.internal.CoreNodeFormatter$8,false
1,3,1,com.vladsch.flexmark.formatter.internal.CoreNodeFormatter$9,false
1,2,0,com.vladsch.flexmark.ext.emoji.EmojiVisitorExt,false
0,1,0,com.vladsch.flexmark.ext.toc.TocVisitor,false
0,2,1,net.gsantner.opoc.util.ContextUtils$DoTouchView,false
0,2,1,com.vladsch.flexmark.ext.wikilink.internal.WikiLinkLinkResolver,false
0,2,2,net.gsantner.markor.format.general.FirstLineTopPaddedParagraphSpan,false
3,3,1,other.writeily.ui.-$$Lambda$WrRenameDialog$uj1lRFMHkuooQZz_Z1_3LXsMLb8,false
1,3,1,com.vladsch.flexmark.ext.wikilink.WikiLinkVisitorExt$1,false
0,1,2,com.vladsch.flexmark.util.format.Table$1,false
0,2,4,com.vladsch.flexmark.util.ImageUtils$1,false
0,2,3,net.gsantner.opoc.util.-$$Lambda$ShareUtil$1$4Tc22gcHQLy9zo_iWz54Nizu_hQ,false
0,4,0,com.vladsch.flexmark.ext.toc.SimTocVisitor,false
4,4,2,net.gsantner.opoc.preference.FontPreferenceCompat$TypefaceObjectSpan,false
0,4,1,butterknife.internal.ImmutableList,false
0,2,4,com.vladsch.flexmark.ext.anchorlink.internal.AnchorLinkNodeRenderer$2,false
1,3,1,com.vladsch.flexmark.ext.anchorlink.internal.AnchorLinkNodeRenderer$1,false
1,3,1,com.vladsch.flexmark.util.options.DataKey$1,false
1,3,2,com.vladsch.flexmark.util.options.DataKey$2,false
0,2,1,net.gsantner.markor.activity.-$$Lambda$MainActivity$RzmRr3x6Eq46X-kmkE06XylZPzg,false
1,3,1,com.vladsch.flexmark.ext.toc.TocVisitorExt$1,false
6,4,1,com.vladsch.flexmark.util.mappers.ObjectClassifier,false
1,2,1,net.gsantner.markor.util.DocumentIO$1,false
1,2,0,com.vladsch.flexmark.ext.anchorlink.AnchorLinkVisitorExt,false
3,3,0,androidx.media.AudioAttributesImplBaseParcelizer,false
6,4,0,com.flask.colorpicker.builder.PaintBuilder,false
1,3,1,com.vladsch.flexmark.ext.yaml.front.matter.internal.YamlFrontMatterNodeFormatter$1,false
1,2,1,net.gsantner.markor.util.AppCast$CREATE_FOLDER,false
1,2,0,com.vladsch.flexmark.ext.gfm.tasklist.internal.TaskListNodeRenderer$Factory,false
0,2,4,androidx.versionedparcelable.VersionedParcelStream$FieldBuffer,false
10,5,0,com.vladsch.flexmark.ast.ThematicBreak,false
0,5,0,androidx.versionedparcelable.VersionedParcelize,false
3,3,1,net.gsantner.markor.util.AppCast$PathExtra,false
3,3,0,com.vladsch.flexmark.html.renderer.HtmlIdGenerator$1,false
1,7,2,com.vladsch.flexmark.util.collection.iteration.BitSetIterable,false
1,2,0,com.vladsch.flexmark.ext.jekyll.front.matter.JekyllFrontMatterVisitorExt,false
0,1,4,com.vladsch.flexmark.ext.jekyll.tag.internal.JekyllTagParsing,false
1,2,0,com.vladsch.flexmark.ext.emoji.internal.EmojiNodeRenderer$Factory,false
1,2,0,com.vladsch.flexmark.superscript.internal.SuperscriptNodeRenderer$Factory,false
0,4,3,com.vladsch.flexmark.internal.HeadingParser$HeadingParsing,false
0,1,0,com.vladsch.flexmark.parser.block.BlockParserFactory,false
1,2,0,com.vladsch.flexmark.ext.anchorlink.internal.AnchorLinkNodeRenderer$Factory,false
0,2,2,androidx.browser.browseractions.BrowserActionsFallbackMenuDialog$1,false
0,2,0,com.vladsch.flexmark.html.renderer.PhasedNodeRenderer,false
4,4,2,com.vladsch.flexmark.util.mappers.LowerCaseMapper,false
0,2,3,other.writeily.activity.-$$Lambda$WrFilesystemListFragment$yMUYHbgPIaGN0W4w11kQPb_-Ccg,false
0,2,1,net.gsantner.markor.activity.DocumentRepresentationFragment_ViewBinding,false
0,0,0,net.gsantner.opoc.ui.FilesystemDialogAdapter$1,false
0,2,3,net.gsantner.opoc.ui.-$$Lambda$SearchOrCustomTextDialog$x7AdLn5Obg7gB-BOEGl-9zCRR4A,false
1,3,1,com.vladsch.flexmark.util.dependency.ResolvedDependencies,false
0,2,3,net.gsantner.markor.format.markdown.-$$Lambda$MarkdownTextActions$pW06laZzx7O4GP2NQ57mH2u3lTk,false
0,2,2,net.gsantner.markor.format.general.-$$Lambda$CommonTextActions$Kt3_ZXxn-x6SyWQaTb4HwIdjH6s,false
0,2,4,com.vladsch.flexmark.internal.BlockQuoteParser$BlockFactory,false
6,4,0,com.vladsch.flexmark.ext.anchorlink.internal.AnchorLinkNodePostProcessor$Factory,false
0,2,1,net.gsantner.markor.ui.hleditor.-$$Lambda$Highlighter$kzpo0caBbWbuUI_LWHG1Pdp8aQQ,false
1,3,1,com.vladsch.flexmark.ast.util.InlineVisitorExt$15,false
1,3,1,com.vladsch.flexmark.ast.util.InlineVisitorExt$14,false
1,3,1,com.vladsch.flexmark.ast.util.InlineVisitorExt$13,false
1,3,1,com.vladsch.flexmark.ast.util.InlineVisitorExt$12,false
1,3,1,com.vladsch.flexmark.ast.util.InlineVisitorExt$11,false
1,3,1,com.vladsch.flexmark.ast.util.InlineVisitorExt$10,false
0,2,1,com.vladsch.flexmark.internal.InlineParserImpl$InlineParserDependencyStage,false
0,0,0,androidx.versionedparcelable.NonParcelField,false
0,2,0,com.vladsch.flexmark.internal.BlockParserTracker,false
0,5,4,com.vladsch.flexmark.internal.IndentedCodeBlockParser,false
10,5,0,com.vladsch.flexmark.ext.toc.internal.TocOptionTypes$1,false
10,5,0,com.vladsch.flexmark.ext.toc.internal.TocOptionTypes$5,false
10,5,0,com.vladsch.flexmark.ext.toc.internal.TocOptionTypes$4,false
10,5,0,com.vladsch.flexmark.ext.toc.internal.TocOptionTypes$3,false
10,5,0,com.vladsch.flexmark.ext.toc.internal.TocOptionTypes$2,false
0,1,0,butterknife.OnItemLongClick,false
0,2,3,net.gsantner.markor.ui.-$$Lambda$NewFileDialog$iOp7fNeIppanIR3LdaSoZjM6-pk,false
1,2,0,com.vladsch.flexmark.ext.toc.internal.SimTocNodeFormatter$Factory,false
10,5,0,com.vladsch.flexmark.ext.toc.internal.TocOptionTypes$9,false
10,5,0,com.vladsch.flexmark.ext.toc.internal.TocOptionTypes$8,false
10,5,0,com.vladsch.flexmark.ext.toc.internal.TocOptionTypes$7,false
0,4,0,com.vladsch.flexmark.html.AttributeProviderFactory,false
10,5,0,com.vladsch.flexmark.ext.toc.internal.TocOptionTypes$6,false
6,4,0,com.vladsch.flexmark.ast.util.ReferenceRepository,false
0,0,0,com.vladsch.flexmark.ast.BlankLineContainer,false
0,2,0,com.vladsch.flexmark.html.HtmlRenderer$HtmlRendererExtension,false
6,4,0,org.nibor.autolink.internal.UrlScanner,false
0,0,0,butterknife.BindFont$TypefaceStyle,false
0,4,3,com.vladsch.flexmark.internal.BlockContinueImpl,false
0,7,2,com.vladsch.flexmark.util.Pair,false
0,2,3,com.vladsch.flexmark.ext.tables.internal.TableNodeRenderer$11,false
1,3,0,com.vladsch.flexmark.ast.util.AnchorRefTargetBlockVisitor,false
0,2,3,com.vladsch.flexmark.ext.tables.internal.TableNodeRenderer$12,false
0,2,3,com.vladsch.flexmark.ext.tables.internal.TableNodeRenderer$10,false
0,1,1,com.vladsch.flexmark.ext.tables.internal.TableNodeRenderer$13,false
1,2,0,com.vladsch.flexmark.ext.tables.internal.TableNodeRenderer$Factory,false
0,0,0,androidx.browser.browseractions.BrowserActionsIntent$BrowserActionsUrlType,false
1,2,0,com.vladsch.flexmark.ext.ins.internal.InsNodeRenderer$Factory,false
0,4,0,butterknife.internal.ListenerMethod,false
0,1,0,butterknife.BindString,false
3,3,1,com.vladsch.flexmark.util.collection.NodeClassifierVisitor$1,false
10,5,0,net.gsantner.markor.format.todotxt.TodoTxtAutoFormat,false
3,3,0,com.vladsch.flexmark.ast.StrongEmphasis,false
6,4,0,com.vladsch.flexmark.util.dependency.DependentItemMap,false
4,4,2,net.gsantner.opoc.ui.SearchOrCustomTextDialog$2,false
1,3,3,net.gsantner.opoc.ui.SearchOrCustomTextDialog$1,false
0,1,0,com.vladsch.flexmark.superscript.SuperscriptVisitor,false
0,1,3,net.gsantner.opoc.ui.FilesystemDialogAdapter$TagContainer,false
0,2,4,net.gsantner.markor.ui.-$$Lambda$SearchOrCustomTextDialogCreator$7S_oolsiJFJzhAekKdo91szOtD4,false
0,1,0,butterknife.OnEditorAction,false
0,2,2,net.gsantner.markor.ui.hleditor.-$$Lambda$TextActions$O1ErBJWQoQoL87oX_qcO5b8Ubio,false
0,1,0,butterknife.BindDimen,false
0,3,0,com.vladsch.flexmark.util.collection.iteration.ReversibleIndexedIterable,false
1,3,1,net.gsantner.markor.format.general.CommonTextActions$1,false
3,3,0,com.vladsch.flexmark.parser.Parser$2,false
0,1,4,com.vladsch.flexmark.util.format.Table$ColumnSpan,false
0,1,0,com.vladsch.flexmark.ext.wikilink.WikiImageVisitor,false
1,2,0,net.gsantner.markor.activity.openeditor.OpenEditorLinkBoxActivity,false
3,3,0,com.vladsch.flexmark.parser.Parser$1,false
0,3,2,com.mobsandgeeks.adapters.InstantAdapter,false
1,3,1,com.vladsch.flexmark.internal.ThematicBreakParser$BlockFactory,false
0,2,0,com.vladsch.flexmark.parser.Parser$ParserExtension,false
6,4,0,com.vladsch.flexmark.ext.anchorlink.internal.AnchorLinkPostProcessor$Factory,false
0,1,0,butterknife.BindColor,false
1,2,0,com.vladsch.flexmark.ext.jekyll.front.matter.internal.JekyllFrontMatterNodeFormatter$Factory,false
0,0,0,androidx.versionedparcelable.VersionedParcelable,false
3,3,1,com.vladsch.flexmark.util.mappers.EolCharacterMapper,false
0,4,0,com.vladsch.flexmark.ast.AnchorRefTarget,false
3,3,4,com.vladsch.flexmark.ext.emoji.internal.EmojiResolvedShortcut,false
1,2,1,com.vladsch.flexmark.ext.gfm.tasklist.TaskListExtension$1,false
1,3,1,com.vladsch.flexmark.jira.converter.internal.JiraConverterNodeRenderer$10,false
1,3,1,com.vladsch.flexmark.jira.converter.internal.JiraConverterNodeRenderer$12,false
1,3,1,com.vladsch.flexmark.jira.converter.internal.JiraConverterNodeRenderer$11,false
1,3,1,com.vladsch.flexmark.jira.converter.internal.JiraConverterNodeRenderer$14,false
1,3,1,com.vladsch.flexmark.jira.converter.internal.JiraConverterNodeRenderer$13,false
0,4,0,com.vladsch.flexmark.ast.ReferencingNode,false
1,3,1,com.vladsch.flexmark.jira.converter.internal.JiraConverterNodeRenderer$16,false
1,3,1,com.vladsch.flexmark.jira.converter.internal.JiraConverterNodeRenderer$15,false
1,3,1,com.vladsch.flexmark.jira.converter.internal.JiraConverterNodeRenderer$18,false
1,3,1,com.vladsch.flexmark.jira.converter.internal.JiraConverterNodeRenderer$17,false
0,2,3,net.gsantner.opoc.ui.-$$Lambda$SearchOrCustomTextDialog$RVVzQ1zDr4-M-5QpB8RD4saMLDc,false
0,2,1,net.gsantner.markor.ui.hleditor.-$$Lambda$Highlighter$I3i8sfxwCvV-o-TxDxyXRNZT7rg,false
1,3,1,com.vladsch.flexmark.jira.converter.internal.JiraConverterNodeRenderer$19,false
1,3,1,com.vladsch.flexmark.jira.converter.internal.JiraConverterNodeRenderer$21,false
1,3,1,com.vladsch.flexmark.jira.converter.internal.JiraConverterNodeRenderer$20,false
1,3,1,com.vladsch.flexmark.jira.converter.internal.JiraConverterNodeRenderer$23,false
1,3,1,com.vladsch.flexmark.jira.converter.internal.JiraConverterNodeRenderer$22,false
1,3,1,com.vladsch.flexmark.jira.converter.internal.JiraConverterNodeRenderer$25,false
1,3,1,com.vladsch.flexmark.jira.converter.internal.JiraConverterNodeRenderer$24,false
1,2,0,com.vladsch.flexmark.ext.gfm.strikethrough.SubscriptVisitorExt,false
0,2,1,com.vladsch.flexmark.html.HtmlRenderer$RendererDependencies,false
0,7,0,com.vladsch.flexmark.ext.tables.TableVisitor,false
3,3,1,net.gsantner.markor.format.todotxt.-$$Lambda$TodoTxtHighlighter$2hma3FH9sp2O_aEri_3O9SQsQwI,false
0,2,1,net.gsantner.markor.ui.hleditor.-$$Lambda$Highlighter$VRPj7CrqwTpXmdUX7G9OBI1dUeM,false
0,6,0,com.vladsch.flexmark.util.NodeTracker,false
0,1,0,butterknife.OnFocusChange,false
4,5,2,net.gsantner.opoc.util.PermissionChecker,false
4,4,4,org.nibor.autolink.LinkType,false
0,2,1,net.gsantner.markor.activity.-$$Lambda$MainActivity$ocp1C5P7mXvqOBQoUUKFETFaPZU,false
6,4,0,net.gsantner.markor.util.AppCast,false
1,2,0,com.vladsch.flexmark.ext.wikilink.WikiImageVisitorExt,false
6,4,0,com.vladsch.flexmark.util.mappers.CharWidthProvider$1,false
4,4,4,com.vladsch.flexmark.util.format.options.DiscretionaryText,false
4,4,1,com.flask.colorpicker.ColorPickerView$1,false
0,2,1,com.flask.colorpicker.ColorPickerView$2,false
0,2,1,butterknife.Unbinder,false
0,1,0,com.mobsandgeeks.adapters.Sectionizer,false
0,6,4,com.vladsch.flexmark.util.collection.CopyOnWriteRef,false
1,2,0,com.vladsch.flexmark.ext.wikilink.WikiLinkVisitorExt,false
1,3,1,com.vladsch.flexmark.ext.toc.internal.TocNodeRenderer$1,false
0,2,1,com.vladsch.flexmark.ext.anchorlink.internal.AnchorLinkNodePostProcessor,false
8,5,4,com.vladsch.flexmark.ext.tables.TableCell$Alignment,false
1,3,1,com.vladsch.flexmark.ext.jekyll.front.matter.internal.JekyllFrontMatterNodeFormatter$1,false
1,3,1,com.vladsch.flexmark.jira.converter.internal.JiraConverterNodeRenderer$27,false
1,3,1,com.vladsch.flexmark.jira.converter.internal.JiraConverterNodeRenderer$26,false
1,3,1,com.vladsch.flexmark.jira.converter.internal.JiraConverterNodeRenderer$29,false
1,3,1,com.vladsch.flexmark.jira.converter.internal.JiraConverterNodeRenderer$28,false
3,3,0,com.vladsch.flexmark.util.collection.DynamicDefaultKey,false
1,3,1,com.vladsch.flexmark.jira.converter.internal.JiraConverterNodeRenderer$30,false
1,3,1,com.vladsch.flexmark.jira.converter.internal.JiraConverterNodeRenderer$32,false
1,3,1,com.vladsch.flexmark.jira.converter.internal.JiraConverterNodeRenderer$31,false
0,1,1,com.flask.colorpicker.builder.ColorWheelRendererBuilder$1,false
0,1,0,other.writeily.ui.WrConfirmDialog$ConfirmDialogCallback,false
0,2,4,net.gsantner.markor.format.general.-$$Lambda$DatetimeFormatDialog$e9y31J9yQaA_MUaD2LNlzs8_Tpc,false
0,2,1,com.vladsch.flexmark.ext.gfm.tasklist.internal.TaskListNodeRenderer$3$1,false
3,3,1,com.vladsch.flexmark.ext.toc.internal.TocBlockParser$BlockFactory,false
0,2,3,net.gsantner.markor.ui.-$$Lambda$SearchOrCustomTextDialogCreator$DRzIlPptPfB_EoMX_4itsVk_LNI,false
1,3,3,com.vladsch.flexmark.ext.toc.internal.TocLevelsOptionParser$1,false
0,2,2,net.gsantner.markor.format.todotxt.-$$Lambda$TodoTxtTextActions$TodoTxtTextActionsImpl$sjCzLBBOXxUJKQgWsZa1xj0XlMk,false
3,3,1,net.gsantner.markor.ui.-$$Lambda$FilesystemDialogCreator$ER972AlYyfPNOvXwnYF9NqjClTs,false
4,4,4,com.vladsch.flexmark.util.format.options.ElementPlacementSort,false
0,6,3,com.vladsch.flexmark.util.options.BooleanOptionParser,false
0,2,2,other.writeily.activity.WrFilesystemListFragment_ViewBinding,false
0,1,3,com.vladsch.flexmark.formatter.internal.NodeRepositoryFormatter$2,false
3,3,1,com.vladsch.flexmark.formatter.internal.NodeRepositoryFormatter$1,false
1,3,1,com.vladsch.flexmark.ext.jekyll.tag.internal.JekyllTagNodeRenderer$2,false
1,3,1,com.vladsch.flexmark.ext.jekyll.tag.internal.JekyllTagNodeRenderer$1,false
0,2,4,net.gsantner.markor.format.todotxt.-$$Lambda$TodoTxtTextActions$TodoTxtTextActionsImpl$VxiA6hBNiR-DZ-om14iuuIp_uDE,false
0,1,1,com.vladsch.flexmark.ext.emoji.EmojiShortcutType$1,false
6,4,0,com.vladsch.flexmark.ast.HtmlInline,false
0,2,2,other.writeily.activity.WrFilesystemListFragment_ViewBinding$1,false
4,5,1,com.vladsch.flexmark.internal.HeadingParser,false
0,6,0,com.vladsch.flexmark.util.options.DataHolder,false
13,6,3,androidx.browser.browseractions.BrowserActionsFallbackMenuDialog,false
0,2,2,com.vladsch.flexmark.ext.jekyll.tag.internal.JekyllTagBlockParser$BlockFactory,false
1,3,1,com.vladsch.flexmark.ext.toc.internal.SimTocNodeRenderer$4,false
3,3,1,net.gsantner.markor.ui.-$$Lambda$FilesystemDialogCreator$5MwYwS6Ctuj6Lwhmi2sqsMhXK3o,false
1,3,1,com.vladsch.flexmark.ext.toc.internal.SimTocNodeRenderer$1,false
1,3,1,com.vladsch.flexmark.ext.toc.internal.SimTocNodeRenderer$2,false
3,3,1,net.gsantner.markor.ui.-$$Lambda$FileInfoDialog$oSErZw5qkkElB2liv0NDbQBHB94,false
1,3,1,com.vladsch.flexmark.ext.toc.internal.SimTocNodeRenderer$3,false
0,1,0,com.vladsch.flexmark.formatter.internal.NodeFormatterFactory,false
1,2,0,com.vladsch.flexmark.ext.yaml.front.matter.YamlFrontMatterVisitorExt,false
0,1,0,butterknife.ButterKnife$Setter,false
3,3,1,com.vladsch.flexmark.ext.jekyll.front.matter.internal.JekyllFrontMatterBlockParser$BlockFactory,false
1,3,1,net.pmarks.chromadoze.XORShiftRandom,false
0,2,3,net.pmarks.chromadoze.AudioParams,false
10,5,0,net.pmarks.chromadoze.SpectrumData$1,false
0,1,0,net.pmarks.chromadoze.NoiseService$PercentListener,false
0,2,0,net.pmarks.chromadoze.SampleShuffler$VolumeListener,false
3,3,0,net.pmarks.chromadoze.AboutFragment,false
0,4,4,com.mobeta.android.dslv.DragSortListView$HeightCache,false
1,2,0,net.pmarks.chromadoze.FragmentIndex,false
0,3,0,com.mobeta.android.dslv.DragSortListView$FloatViewManager,false
0,1,1,net.pmarks.chromadoze.SampleShuffler$1,false
0,3,2,com.mobeta.android.dslv.DragSortListView$AdapterWrapper$1,false
0,8,1,net.pmarks.chromadoze.SampleGeneratorState,false
4,4,4,net.pmarks.chromadoze.SampleShuffler$VolumeListener$DuckLevel,false
0,2,1,com.mobeta.android.dslv.DragSortController$1,false
1,2,0,net.pmarks.chromadoze.TheBackupAgent,false
2,5,4,com.mobeta.android.dslv.SimpleFloatViewManager,false
